"ptt","year","dep_brgr","dep_UK","dep_euna_sb","fin_sah_sb","arr_wgr_a","arr_wgr_b","dep_wgr_b","dep_wgr_a","dep_wa_a","dep_wa_b","dep_wa","fin_sah_nb","arr_UK","arr_brgr","br_hab","mig_dir","dep_brgr_TS","min_lat_stopover","any_so_s_europe_sbound","lat_last_euro_so_sbound","last_wa_fix_long","last_wa_fix_lat","last_wa_sos_long","last_wa_sos_lat","br_lat","br_long","first_fix_TS","dep_UK_TS","fin_sah_sb_TS","arr_wgr_a_TS","arr_wgr_b_TS","dep_wgr_b_TS","min_lat_stopover_id","dep_wgr_a_TS","dep_wgr_a_TS_ford1plot","dep_wa_TS","arr_UK_TS","arr_brgr_TS","last_fix_TS","region","mig_dir_3cat","outcome","last_milestone_pre_death","died_this_cycle","season_died","died_after_ms2","age_at_ring","known_age","known_age_binary","cycles_since_tagging_4s","cycles_since_tagging"
"50017",2018,162,162,190,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2018-06-11 08:57:03",NA,FALSE,47.82414,NA,NA,NA,NA,50.8822087453875,-1.66905904059041,"2018-05-22 15:27:08","2018-06-12 08:57:03","2018-07-12 18:52:58",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-03 20:19:04","New Forest","C","UB","fin_sah_sb",TRUE,"Autumn",FALSE,4,NA,NA,0,0
"50023",2018,160,170,216,220,311,NA,368,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2018-06-09 10:51:48",-4.027775,TRUE,31.29259,NA,NA,NA,NA,53.2174547222222,-1.06482,"2018-05-31 20:25:24","2018-06-20 18:41:47","2018-08-08 05:45:13","2018-11-08 07:12:56","2018-12-14 19:44:42","2019-03-03 20:56:59",17,NA,"2019-03-08 05:05:14",NA,NA,NA,"2019-03-08 05:05:14","Sherwood Forest","SW","M","dep_wgr_b",TRUE,"Spring",FALSE,5,1,0,NA,0
"50024",2018,160,160,NA,194,253,307,NA,418,454,NA,464,NA,NA,NA,"Lowland",NA,"2018-06-09 21:50:03",-6.62705,TRUE,46.44176,-2.62054,7.02068,-2.74832,6.5282,50.8850246808511,-1.65483053191489,"2018-05-22 08:15:51","2018-06-10 21:50:03","2018-07-13 17:55:23","2018-09-12 04:04:25","2018-11-03 02:34:08","2018-09-16 16:09:15",28,"2019-02-23 19:24:54","2019-02-19 08:35:42","2019-03-31 09:03:51",NA,NA,"2019-04-11 07:24:00","New Forest","C","M","dep_wa",TRUE,"Spring",FALSE,4,NA,NA,0,0
"50026",2018,182,182,216,220,307,311,398,NA,NA,NA,473,480,486,486,"Lowland","SW","2018-07-01 06:07:13",-0.23968,TRUE,42.016075,-11.87271,11.14205,-9.21624,9.4353,52.515259109462,1.62061698824985,"2018-05-12 06:43:13","2018-07-02 06:07:13","2018-08-08 18:11:19","2018-11-04 20:56:09","2018-11-07 03:18:39","2019-02-04 03:00:01",47,"2019-03-14 21:38:59","2019-03-01 05:43:13","2019-04-18 09:29:36","2019-05-01 21:54:10","2019-05-01 21:54:10","2021-02-26 08:51:51","Norfolk Broads","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"50026",2019,183,183,208,218,308,339,415,NA,469,471,469,NA,476,480,"Lowland","SW","2019-07-02 20:11:49",-0.83841,TRUE,42.00963,-7.73357,8.99199,-7.728225,8.981885,52.515259109462,1.62061698824985,"2018-05-12 06:43:13","2019-07-03 20:11:49","2019-08-06 23:20:09","2019-11-06 08:56:22","2019-12-05 19:52:33","2019-11-08 09:54:13",58,"2020-03-08 04:26:37","2020-02-21 05:16:51","2020-04-11 05:48:33","2020-04-20 17:21:07","2020-04-24 16:33:59","2021-02-26 08:51:51","Norfolk Broads","SW",NA,NA,FALSE,NA,FALSE,4,NA,1,1,1
"50026",2020,184,184,245,250,317,352,366,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2020-07-02 10:41:16",-1.50828,TRUE,43.390295,NA,NA,NA,NA,52.515259109462,1.62061698824985,"2018-05-12 06:43:13","2020-07-03 10:41:16","2020-09-06 07:10:22","2020-11-15 21:20:18","2020-12-17 20:01:28","2021-02-21 20:44:01",74,NA,"2021-02-26 08:51:51",NA,NA,NA,"2021-02-26 08:51:51","Norfolk Broads","SW","UB","dep_wgr_b",TRUE,"Spring",FALSE,4,NA,1,2,2
"50031",2018,171,171,211,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2018-06-20 20:41:45",NA,TRUE,40.55427,NA,NA,NA,NA,52.490040962963,0.491382814814815,"2018-06-03 07:44:24","2018-06-21 20:41:45","2018-08-05 04:40:42",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-08-19 18:24:50","Thetford Forest","SW","M","fin_sah_sb",TRUE,"Autumn",FALSE,4,NA,NA,0,0
"50032",2018,164,164,201,207,258,272,362,NA,NA,NA,464,470,487,487,"Lowland","SW","2018-06-13 02:52:15",-2.51977,TRUE,31.50961,-3.84665,7.64645,-3.919565,7.746685,52.5054208557457,0.605940880195599,"2018-06-03 14:49:47","2018-06-14 02:52:15","2018-07-26 17:54:11","2018-09-16 20:16:01","2018-09-29 19:57:54","2018-09-19 02:48:14",91,"2019-01-31 05:50:26","2019-01-22 14:50:21","2019-04-04 21:06:34","2019-05-02 21:36:18","2019-05-02 21:36:18","2019-07-24 19:24:21","Thetford Forest","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"50032",2019,171,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2019-06-20 19:27:33",NA,TRUE,44.01047,NA,NA,NA,NA,52.5054208557457,0.605940880195599,"2018-06-03 14:49:47","2019-06-23 06:38:55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-07-24 19:24:21","Thetford Forest","SW","UC","dep_UK",TRUE,"Autumn",TRUE,4,NA,1,1,1
"50042",2018,170,170,NA,207,278,280,351,427,461,465,464,469,480,480,"Lowland","SE","2018-06-19 05:07:27",-0.695865,TRUE,45.135995,-5.659,13.127,-4.036345,7.695935,53.2144337010676,-1.08869323843416,"2018-05-15 11:10:07","2018-06-20 05:07:27","2018-07-26 16:48:00","2018-10-07 06:47:50","2018-10-07 06:47:50","2019-02-21 18:59:13",110,"2019-03-04 17:01:03","2019-02-28 21:25:51","2019-04-09 03:52:34","2019-04-25 21:39:12","2019-04-25 21:39:12","2019-06-19 16:33:57","Sherwood Forest","SE","M","arr_brgr",TRUE,"Spring",FALSE,4,NA,NA,0,0
"50046",2018,158,158,208,216,280,333,370,NA,NA,467,465,469,NA,NA,"Lowland","SW","2018-06-07 13:49:33",-7.707125,TRUE,41.75386,-5.608,9.593,-3.611225,7.485015,50.9752454352442,-0.3696091507431,"2018-05-18 07:44:38","2018-06-08 13:49:33","2018-08-04 20:16:10","2018-10-08 21:53:47","2018-11-29 06:29:33","2019-01-30 18:12:01",128,"2019-03-08 22:03:27","2019-02-25 07:28:20","2019-04-10 05:24:27","2019-04-24 06:12:26","2019-04-24 06:12:26","2019-07-12 20:16:09","South Downs","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"50046",2019,164,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2019-06-13 21:04:19",NA,FALSE,48.384155,NA,NA,NA,NA,50.9752454352442,-0.3696091507431,"2018-05-18 07:44:38","2019-06-14 21:04:19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-07-12 20:16:09","South Downs","SW","UA","dep_UK",TRUE,"Autumn",TRUE,4,NA,1,1,1
"50051",2018,170,170,216,220,326,338,410,418,479,NA,484,489,506,506,"Lowland","SW","2018-06-19 06:24:55",-1.073955,TRUE,41.06376,-7.27467,7.88563,-4.088625,7.990565,50.9302781846154,-0.328881415384615,"2018-05-18 17:22:07","2018-06-20 06:24:55","2018-08-08 05:47:33","2018-11-23 14:47:42","2018-12-04 07:55:55","2018-11-25 16:40:52",143,"2019-02-23 08:09:43","2019-02-21 04:44:53","2019-04-29 19:16:30","2019-05-21 20:37:11","2019-05-21 20:37:11","2019-08-03 17:47:32","South Downs","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"50051",2019,170,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2019-06-19 20:22:16",NA,TRUE,41.06631,NA,NA,NA,NA,50.9302781846154,-0.328881415384615,"2018-05-18 17:22:07","2019-06-20 20:22:16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-08-03 17:47:32","South Downs","SW","M","dep_UK",TRUE,"Autumn",TRUE,4,NA,1,1,1
"50053",2018,158,158,NA,214,279,324,397,453,472,475,474,476,493,493,"Lowland","SW","2018-06-07 19:47:30",-7.03313,TRUE,44.06368,-7.41312,13.73104,-4.033445,7.97692,50.9732380538922,-0.368519101796407,"2018-05-18 19:08:34","2018-06-08 19:47:30","2018-08-02 16:29:08","2018-10-10 04:36:46","2018-11-20 08:50:13","2018-10-16 15:18:15",163,"2019-03-30 21:10:20","2019-03-28 17:44:48","2019-04-19 09:06:06","2019-05-08 06:28:40","2019-05-08 06:28:40","2019-08-14 21:13:43","South Downs","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"50053",2019,170,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2019-06-19 04:51:48",NA,TRUE,44.015955,NA,NA,NA,NA,50.9732380538922,-0.368519101796407,"2018-05-18 19:08:34","2019-06-20 04:51:48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-08-14 21:13:43","South Downs","SW","M","dep_UK",TRUE,"Autumn",TRUE,4,NA,1,1,1
"62518",2011,163,163,192,198,287,293,NA,404,NA,NA,461,NA,NA,NA,"Lowland","SE","2011-06-12 09:46:00",-3.813,TRUE,44.429,-4.865,7.317,-4.855,7.317,52.7327857142857,1.61246428571429,"2011-05-25 10:31:00","2011-06-13 09:46:00","2011-07-17 02:52:21","2011-10-18 09:21:29","2011-10-20 21:21:07","2011-10-20 21:21:07",180,"2012-02-09 17:01:15","2012-02-07 09:08:04","2012-03-26 09:13:14",NA,NA,"2012-04-09 14:29:01","Norfolk Broads","SE","UA","dep_wa",TRUE,"Spring",FALSE,5,1,0,NA,0
"62520",2011,155,155,188,198,321,327,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2011-06-04 08:17:00",-0.392,TRUE,43.263,NA,NA,NA,NA,52.4021764705882,0.762573529411765,"2011-05-19 20:59:00","2011-06-05 08:17:00","2011-07-17 21:22:46","2011-11-18 19:42:06","2011-11-23 19:39:50","2012-02-18 00:47:12",193,NA,"2012-02-20 09:37:26",NA,NA,NA,"2012-02-20 09:37:26","Thetford Forest","SW","M","dep_wgr_b",TRUE,"Spring",FALSE,5,1,0,NA,0
"62602",2011,180,180,199,207,NA,343,NA,NA,NA,NA,455,NA,NA,NA,"Lowland","SE","2011-06-29 08:21:00",-1.4,TRUE,45.033,-3.672,8.023,-3.663,8.0235,52.6706975609756,1.69003414634146,"2011-05-20 05:51:00","2011-06-30 08:21:00","2011-07-26 04:03:24","2011-12-06 14:49:53","2011-12-09 08:11:39","2012-01-30 08:33:17",200,"2012-03-06 15:33:06","2012-02-04 03:01:38","2012-03-18 03:50:58",NA,NA,"2012-04-04 02:06:38","Norfolk Broads","SE","M","dep_wa",TRUE,"Spring",FALSE,4,NA,NA,0,0
"62608",2011,155,167,203,206,280,283,365,NA,459,460,458,NA,487,489,"Lowland","SE","2011-06-04 20:30:00",0.855,TRUE,44.9695,-3.118,7.275,-3.132,7.274,52.3232048875562,0.594651071964018,"2011-06-01 10:26:00","2011-06-17 19:42:00","2011-07-25 15:33:41","2011-10-10 19:48:52","2011-10-10 19:48:52","2012-01-02 13:39:24",210,"2012-03-02 12:27:39","2012-02-19 07:12:15","2012-04-02 10:09:18","2012-05-01 04:00:21","2012-05-03 20:30:49","2015-08-03 18:18:45","Thetford Forest","SE",NA,NA,FALSE,NA,FALSE,5,1,0,NA,0
"62608",2012,160,160,NA,201,267,355,NA,NA,459,NA,457,465,490,490,"Lowland","SE","2012-06-08 11:56:54",0.181,FALSE,51.3625,-0.148,7.492,-0.158,7.485,52.3232048875562,0.594651071964018,"2011-06-01 10:26:00","2012-06-09 11:56:54","2012-07-19 07:06:30","2012-09-25 06:56:29","2012-12-20 03:31:17","2012-12-08 06:07:49",224,"2013-03-04 08:06:18","2013-02-25 02:55:48","2013-04-01 18:42:56","2013-05-04 05:04:05","2013-05-04 05:04:05","2015-08-03 18:18:45","Thetford Forest","SE",NA,NA,FALSE,NA,FALSE,5,2,1,NA,1
"62608",2013,171,171,202,206,267,373,380,420,NA,NA,465,471,481,481,"Lowland","SE","2013-06-20 16:58:59",-8.587,TRUE,44.928,-3.946,7.722,-3.921,7.599,52.3232048875562,0.594651071964018,"2011-06-01 10:26:00","2013-06-21 16:58:59","2013-07-25 01:58:10","2013-09-26 02:09:43","2014-01-08 13:52:52","2013-09-26 02:09:43",239,"2014-02-25 09:05:24","2014-02-20 15:34:51","2014-04-06 21:27:48","2014-04-26 02:52:52","2014-04-26 02:52:52","2015-08-03 18:18:45","Thetford Forest","SE",NA,NA,FALSE,NA,FALSE,5,3,1,NA,2
"62608",2014,187,187,244,249,290,348,384,420,472,473,472,476,483,483,"Lowland","SE","2014-07-06 04:54:16",-7.552,TRUE,45.0875,-1.91367,8.16752,-1.90486,8.16581,52.3232048875562,0.594651071964018,"2011-06-01 10:26:00","2014-07-07 04:54:16","2014-09-06 16:51:39","2014-10-18 12:17:58","2014-12-14 00:41:04","2014-10-18 12:17:58",256,"2015-02-25 20:58:10","2015-02-21 02:44:57","2015-04-16 14:02:35","2015-04-28 21:26:04","2015-04-28 21:26:04","2015-08-03 18:18:45","Thetford Forest","SE",NA,NA,FALSE,NA,FALSE,5,4,1,NA,3
"62608",2015,182,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SE","2015-07-01 01:41:10",NA,TRUE,44.9062,NA,NA,NA,NA,52.3232048875562,0.594651071964018,"2011-06-01 10:26:00","2015-07-02 01:41:10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-08-03 18:18:45","Thetford Forest","SE","M","dep_UK",TRUE,"Autumn",TRUE,5,5,1,NA,4
"62688",2011,203,205,236,237,298,309,NA,NA,NA,NA,467,479,486,486,"Lowland","SW","2011-07-22 21:00:07",-0.982,TRUE,33.434,-0.45,7.528,-0.377,7.677,52.5733815789474,1.53913651315789,"2011-05-25 08:47:00","2011-07-25 14:26:17","2011-08-25 04:12:33","2011-10-26 18:07:53","2011-11-05 13:03:31","2012-01-30 06:06:22",273,"2012-03-05 00:49:08","2012-02-16 11:40:31","2012-04-01 01:04:43","2012-04-30 16:10:12","2012-04-30 16:10:12","2012-08-03 22:09:28","Norfolk Broads","SW",NA,NA,FALSE,NA,FALSE,5,1,0,NA,0
"62688",2012,191,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2012-07-09 03:01:00",NA,TRUE,41.657,NA,NA,NA,NA,52.5733815789474,1.53913651315789,"2011-05-25 08:47:00","2012-07-10 03:01:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-03 22:09:28","Norfolk Broads","SW","M","dep_UK",TRUE,"Autumn",TRUE,5,2,1,NA,1
"115586",2013,197,197,217,225,299,336,375,421,NA,NA,NA,NA,489,491,"Lowland","SW","2013-07-16 05:00:37",-0.256,TRUE,41.996,-4.375,7.251,-4.823,6.7615,52.7645852687459,1.55845815527538,"2013-06-05 04:43:49","2013-07-17 05:00:37","2013-08-13 04:11:18","2013-10-27 03:33:06","2013-12-02 06:47:12","2014-01-12 00:12:05",287,"2014-02-26 07:12:42","2014-02-21 16:44:44","2014-04-14 14:45:59","2014-05-04 07:41:23","2014-05-06 15:27:03","2015-08-18 07:11:52","Norfolk Broads","SW",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"115586",2014,202,202,211,226,273,350,373,421,465,NA,463,470,481,481,"Lowland","SW","2014-07-21 20:44:49",-0.255,TRUE,42.076,-7.11989,7.84553,-7.115975,7.844095,52.7645852687459,1.55845815527538,"2013-06-05 04:43:49","2014-07-22 20:44:49","2014-08-14 05:23:25","2014-10-01 20:00:13","2014-12-16 17:20:03","2015-01-28 16:46:24",303,"2015-02-26 17:55:37","2015-02-24 14:51:32","2015-04-08 05:38:31","2015-04-26 07:31:48","2015-04-26 07:31:48","2015-08-18 07:11:52","Norfolk Broads","SW",NA,NA,FALSE,NA,FALSE,4,NA,1,1,1
"115586",2015,184,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2015-07-03 20:37:57",NA,TRUE,32.16213,NA,NA,NA,NA,52.7645852687459,1.55845815527538,"2013-06-05 04:43:49","2015-07-07 05:00:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-08-18 07:11:52","Norfolk Broads","SW","UA","dep_UK",TRUE,"Autumn",TRUE,4,NA,1,2,2
"115588",2012,165,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2012-06-13 22:50:34",NA,TRUE,45.462,NA,NA,NA,NA,56.2455026455026,-4.53104232804233,"2012-05-15 20:44:21","2012-07-23 03:58:30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-09-09 19:40:26","Trossachs","SE","UC","dep_UK",TRUE,"Autumn",TRUE,4,NA,NA,0,0
"115589",2012,176,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2012-06-24 21:45:46",NA,TRUE,43.901,NA,NA,NA,NA,52.4597871621622,1.65184797297297,"2012-05-09 15:49:54","2012-06-27 02:14:07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-05 13:32:07","Norfolk Broads","SW","M","dep_UK",TRUE,"Autumn",TRUE,5,1,0,NA,0
"115590",2013,185,186,211,217,269,336,NA,NA,465,468,466,473,489,491,"Upland","SE","2013-07-04 21:33:32",-1.83,TRUE,45.8215,-7.431,11.882,-5.131,7.074,57.2301611374408,-5.74627172195893,"2013-05-23 21:41:10","2013-07-06 21:00:54","2013-08-05 04:04:27","2013-09-28 03:47:27","2013-12-02 20:42:47","2014-02-06 20:06:27",334,"2014-02-27 10:01:07","2014-02-20 12:39:07","2014-04-11 11:32:03","2014-05-04 15:54:26","2014-05-06 12:58:13","2014-09-29 16:33:10","Skye & Lochalsh","SE",NA,NA,FALSE,NA,FALSE,5,1,0,NA,0
"115590",2014,167,172,215,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2014-06-16 20:43:16",NA,TRUE,46.075,NA,NA,NA,NA,57.2301611374408,-5.74627172195893,"2013-05-23 21:41:10","2014-06-22 06:02:35","2014-08-09 00:28:43",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-29 16:33:10","Skye & Lochalsh","SE","M","fin_sah_sb",TRUE,"Autumn",FALSE,5,2,1,NA,1
"115591",2012,169,169,204,212,338,339,377,NA,470,471,469,474,485,487,"Upland","SE","2012-06-17 15:13:14",-1.5005,TRUE,45.9475,-10.29,10.303,-10.292,10.307,56.2428826530612,-4.50481632653061,"2012-05-17 06:14:58","2012-06-18 15:13:14","2012-07-30 07:22:15","2012-12-04 21:22:22","2012-12-04 21:22:22","2013-01-13 05:15:57",352,"2013-03-14 14:21:31","2013-02-28 16:05:10","2013-04-13 10:24:00","2013-04-29 16:53:21","2013-05-01 19:55:20","2014-11-22 16:03:20","Trossachs","SE",NA,NA,FALSE,NA,FALSE,5,1,0,NA,0
"115591",2013,171,171,203,211,340,366,371,421,466,NA,468,473,487,487,"Upland","SE","2013-06-20 04:40:25",-1.348,TRUE,45.992,-0.447,13.997,-0.268,11.316,56.2428826530612,-4.50481632653061,"2012-05-17 06:14:58","2013-06-21 04:40:25","2013-07-30 02:44:06","2013-12-07 08:36:35","2014-01-01 21:24:05","2013-12-07 08:36:35",364,"2014-02-26 13:17:41","2014-02-24 04:37:21","2014-04-13 18:19:30","2014-05-02 06:57:57","2014-05-02 06:57:57","2014-11-22 16:03:20","Trossachs","SE",NA,NA,FALSE,NA,FALSE,5,2,1,NA,1
"115591",2014,178,187,250,261,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2014-06-27 05:15:05",NA,TRUE,45.9545,NA,NA,NA,NA,56.2428826530612,-4.50481632653061,"2012-05-17 06:14:58","2014-07-07 04:55:05","2014-09-18 03:20:58","2014-11-18 05:00:53",NA,NA,NA,NA,"2014-11-22 16:03:20",NA,NA,NA,"2014-11-22 16:03:20","Trossachs","SE","UA","arr_wgr_a",TRUE,"Autumn",FALSE,5,3,1,NA,2
"115593",2012,171,191,241,244,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2012-06-19 11:00:03",NA,TRUE,42.538,NA,NA,NA,NA,56.2545906040268,-4.59081208053691,"2012-05-16 10:26:07","2012-07-10 18:32:38","2012-08-31 16:12:53","2012-09-25 05:21:00",NA,NA,NA,NA,"2012-10-04 03:05:20",NA,NA,NA,"2012-10-04 03:05:20","Trossachs","SE","UA","arr_wgr_a",TRUE,"Autumn",FALSE,4,NA,NA,0,0
"115594",2012,167,169,NA,230,272,334,341,395,NA,NA,469,473,495,495,"Upland","SE","2012-06-15 08:17:41",-3.603,TRUE,42.295,-12.11,9.865,-12.108,9.8655,52.170916400385,-3.93159812319538,"2012-05-31 07:09:38","2012-06-18 13:34:06","2012-08-17 19:12:58","2012-09-29 23:55:48","2012-11-29 08:39:21","2012-12-08 11:09:31",394,"2013-01-30 20:03:51","2013-01-28 12:06:29","2013-04-08 05:51:11","2013-05-09 02:52:18","2013-05-09 02:52:18","2016-12-20 07:39:45","Wales","SE",NA,NA,FALSE,NA,FALSE,4,NA,NA,0,0
"115594",2013,180,180,233,239,270,306,NA,394,470,473,471,475,498,498,"Upland","SE","2013-06-29 14:37:29",-3.153,TRUE,42.308,-16.437,14.023,-12.1225,9.8765,52.170916400385,-3.93159812319538,"2012-05-31 07:09:38","2013-06-30 14:37:29","2013-08-27 12:56:05","2013-09-28 14:26:06","2013-11-02 08:50:54","2013-10-28 19:31:25",411,"2014-01-30 00:17:00","2014-01-27 15:26:39","2014-04-16 11:52:50","2014-05-13 21:22:06","2014-05-13 21:22:06","2016-12-20 07:39:45","Wales","SE",NA,NA,FALSE,NA,FALSE,4,NA,1,1,1
"115594",2014,180,180,213,221,265,NA,NA,NA,NA,NA,NA,471,482,482,"Upland","SE","2014-06-29 20:34:43",-3.66102,TRUE,42.39,-12.09825,9.82376,-10.9709,9.5504,52.170916400385,-3.93159812319538,"2012-05-31 07:09:38","2014-06-30 20:34:43","2014-08-09 03:12:23","2014-09-24 00:27:51","2014-12-16 16:26:40","2015-01-27 17:07:31",423,"2015-02-13 09:02:43","2015-01-30 07:13:55","2015-04-07 07:47:22","2015-04-27 18:33:41","2015-04-27 18:33:41","2016-12-20 07:39:45","Wales","SE",NA,NA,FALSE,NA,FALSE,4,NA,1,2,2
"115594",2015,189,189,240,245,283,NA,NA,439,469,470,468,NA,489,489,"Upland","SE","2015-07-08 19:59:11",-3.630765,TRUE,42.36009,-12.146,9.902,-12.14821,9.90106,52.170916400385,-3.93159812319538,"2012-05-31 07:09:38","2015-07-09 19:59:11","2015-09-02 20:50:28","2015-10-11 12:33:28","2015-12-13 05:26:53","2015-10-20 17:01:39",435,"2016-03-15 20:09:55","2016-03-11 03:27:03","2016-04-12 11:09:49","2016-05-03 12:38:49","2016-05-03 12:38:49","2016-12-20 07:39:45","Wales","SE",NA,NA,FALSE,NA,FALSE,4,NA,1,3,3
"115594",2016,172,172,234,240,277,341,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2016-06-20 06:56:56",-3.5045,TRUE,42.352735,NA,NA,NA,NA,52.170916400385,-3.93159812319538,"2012-05-31 07:09:38","2016-06-21 06:56:56","2016-08-27 01:07:06","2016-10-04 20:10:25","2016-12-06 07:30:03","2016-10-14 02:12:09",446,NA,"2016-12-20 07:39:45",NA,NA,NA,"2016-12-20 07:39:45","Wales","SE","UA","arr_wgr_b",TRUE,"Autumn",FALSE,4,NA,1,4,4
"115595",2012,173,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lowland","SW","2012-06-21 10:19:18",NA,TRUE,42.642,NA,NA,NA,NA,52.7119233716475,1.46128352490421,"2012-05-09 07:43:43","2012-06-22 10:19:18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-24 02:34:55","Norfolk Broads","SW","M","dep_UK",TRUE,"Autumn",TRUE,4,NA,NA,0,0
"115596",2012,158,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2012-06-06 05:41:58",NA,TRUE,45.114,NA,NA,NA,NA,52.2718611111111,-3.82588888888889,"2012-05-31 11:55:17","2012-06-18 21:20:34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-05 16:47:32","Wales","SE","M","dep_UK",TRUE,"Autumn",TRUE,5,1,0,NA,0
"115597",2012,164,170,276,280,328,339,414,451,476,479,477,NA,NA,NA,"Upland","SE","2012-06-12 17:30:50",-3.716,TRUE,44.664,-3.839,8.13,-3.838,8.22,52.23825,-3.93076724137931,"2012-05-30 02:09:00","2012-06-19 13:32:17","2012-10-06 10:40:27","2012-11-25 04:37:38","2012-12-04 16:59:52","2013-03-20 07:08:22",463,"2013-03-27 13:33:27","2013-03-22 15:27:14","2013-04-18 05:15:18",NA,NA,"2013-04-25 16:50:11","Wales","SE","M","dep_wa",TRUE,"Spring",FALSE,5,1,0,NA,0
"115598",2012,169,171,232,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2012-06-17 04:55:20",NA,TRUE,45.334,NA,NA,NA,NA,52.2783839285714,-3.89136607142857,"2012-05-30 15:23:00","2012-06-20 11:01:05","2012-08-22 08:35:31",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-09-17 00:35:51","Wales","SE","M","fin_sah_sb",TRUE,"Autumn",FALSE,4,NA,NA,0,0
"115599",2013,175,175,NA,209,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2013-06-24 02:49:03",-2.3845,FALSE,48.952,15.229,4.026,15.189,4.02,50.581684729064,-3.73766995073892,"2013-05-14 17:25:46","2013-06-25 02:49:03","2013-07-28 04:02:35","2013-10-10 07:01:19","2013-10-24 07:40:12","2013-10-24 07:40:12",481,"2014-02-28 16:24:13","2013-12-10 02:22:45","2014-03-14 21:45:42",NA,NA,"2014-03-14 21:45:42","Dartmoor","C","M","dep_wgr_a",TRUE,"Spring",FALSE,4,NA,NA,0,0
"115600",2012,169,171,200,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Upland","SE","2012-06-17 15:13:50",NA,TRUE,45.939,NA,NA,NA,NA,56.2553014354067,-4.5592009569378,"2012-05-15 11:48:28","2012-06-20 22:25:34","2012-07-26 18:44:14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-08-02 12:17:13","Trossachs","SE","UA","fin_sah_sb",TRUE,"Autumn",FALSE,4,NA,NA,0,0
